ReferencedEpisodeId,ReferencingEpisodeId,ReferenceText
24,37,The 1939 penny Ted finds on the subway and shows Robin causes him to miss a flight to Chicago to interview with a big architecture firm in Lucky Penny.
24,41,"In Bachelor Party, Lily reveals that Barney visited her in San Francisco and convinced her to return to New York, adding that he couldn't keep stealing girls from Marshall. However, Lily had already returned to New York in Where Were We?, which happened before Barney started stealing girls from Marshall here."
24,27,"Lily eventually moves into the undesirable 3C apartment, seen here briefly, by World's Greatest Couple."
201,202,Ted and Robin will finally find Barney in Rally.
201,206,We find out that Ted did go into the river to fetch the locket in The End of the Aisle.
201,204,Marshall will try to find out what had changed Lily's mind in Daisy.
28,30,"The results of Ted showing his design to the Spokane National Bank executives are seen in Atlantic City, where he mentions having been promoted, and Columns, where he struggles to fire Druthers, who now works under him."
28,35,"The results of Ted showing his design to the Spokane National Bank executives are seen in Atlantic City, where he mentions having been promoted, and Columns, where he struggles to fire Druthers, who now works under him."
28,122,"Lily employs Aldrin Justice again in Blitzgiving and The Ashtray, where she steals from Zoey and the Captain, respectively. She also tells the Mother to steal her troublemaking bandmate Darren's van in Bass Player Wanted."
28,177,"Lily employs Aldrin Justice again in Blitzgiving and The Ashtray, where she steals from Zoey and the Captain, respectively. She also tells the Mother to steal her troublemaking bandmate Darren's van in Bass Player Wanted."
28,197,"Lily employs Aldrin Justice again in Blitzgiving and The Ashtray, where she steals from Zoey and the Captain, respectively. She also tells the Mother to steal her troublemaking bandmate Darren's van in Bass Player Wanted."
28,137,"In The Best Man, Ted's New York magazine article mentions his buidling design for the Spokane National Bank."
28,201,Robin mentions Druthers' penis building in Sunrise.
197,202,"Despite complaining about Barney's use of the phrase 'That's the dream', Ted will use the phrase in Rally."
197,200,We will see a different version of the scene between Lily and The Mother in How Your Mother Met Me.
197,200,"The Mother mentions Darren taking over her band, which we will see play out in How Your Mother Met Me."
197,199,"Marshall and Lily 'pause' their argument, which will be the focal point of Unpause."
197,199,The Glen McKenna 35 year will be consumed throughout Unpause.
197,198,"Marshall puts his hand up to slap Barney, which will be the focal point of Slapsgiving 3: Slappointment in Slapmarra."
3,11,Marshall's ringtone in The Limo and Best Prom Ever has the same tune as the song he sings while trying to study here.
3,20,Marshall's ringtone in The Limo and Best Prom Ever has the same tune as the song he sings while trying to study here.
3,18,"In Nothing Good Happens After 2 A.M., Barney references licking the Liberty Bell as something good that happened after 2 A.M."
3,39,"Marshall eventually loses his Fiero in Arrivederci, Fiero."
3,52,Marshall's habit of singing everything is one of the annoying traits the gang argues about in Spoiler Alert.
3,74,"Upon discovering that the guy attempting to clean Lily's skirt was gay, Marshall says he is thankful because he has never been in a fight before. However, he insists that he has been in plenty of fights with his brothers in The Fight, eventually demonstrating his prowess by beating up Doug the bartender."
192,199,"We find out in Unpause that Marshall took a few things from Ted's childhood home, which he shows to the gang."
192,197,Lily is mad about Marshall taking the judgeship. This will result in her beating up Marshpillow in Bass Player Wanted.
192,197,Marshall will repeat the same words about standing up for yourself to The Mother in Bass Player Wanted.
192,194,Robin will call Loretta 'mom' in Mom and Dad.
192,193,Robin being depressed over her mother not showing up to her wedding will be the focal point of Platonish.
192,204,Robin's mother having a fear of planes is explored in Daisy.
199,201,The picture of Ted and the red balloon will be mentioned throughout Sunrise.
199,200,"The gang says that they will go hard the night before the wedding, none of them will wind up sleeping, as seen in How Your Mother Met Me and Sunrise."
199,201,"The gang says that they will go hard the night before the wedding, none of them will wind up sleeping, as seen in How Your Mother Met Me and Sunrise."
199,202,"Barney get's extremely drunk in this episode, he is drunk, and eventually hungover from this until the end of Rally."
199,204,Where Lily went during her argument with Marshall will be the focal point of Daisy.
117,122,"Future Ted mentions that he would see Zoey again, as they remain sworn enemies until she becomes friends with the gang in Blitzgiving. However, the Arcadian continues to be a source of conflict between them, even after they start dating in Oh Honey."
117,127,"Future Ted mentions that he would see Zoey again, as they remain sworn enemies until she becomes friends with the gang in Blitzgiving. However, the Arcadian continues to be a source of conflict between them, even after they start dating in Oh Honey."
117,120,The gang meets Zoey's husband in Natural History.
117,129,"In Garbage Island, Barney figures out that it has been 18 weeks since Robin has had sex. After breaking up with Max here, Robin isn't seen dating anyone else by that point, which occurs exactly 18 weeks later."
117,132,"Ted, Marshall, and Barney continue working together until Marshall quits GNB in The Exploding Meatball Sub."
117,134,"Ted and Zoey visit the Arcadian in The Perfect Cocktail, and he briefly switches to her side. However, Ted eventually testifies against the Arcadian to the Landmarks Preservation Committee in Landmarks, resulting in him and Zoey breaking up, and the Arcadian being destroyed in Challenge Accepted."
117,135,"Ted and Zoey visit the Arcadian in The Perfect Cocktail, and he briefly switches to her side. However, Ted eventually testifies against the Arcadian to the Landmarks Preservation Committee in Landmarks, resulting in him and Zoey breaking up, and the Arcadian being destroyed in Challenge Accepted."
117,136,"Ted and Zoey visit the Arcadian in The Perfect Cocktail, and he briefly switches to her side. However, Ted eventually testifies against the Arcadian to the Landmarks Preservation Committee in Landmarks, resulting in him and Zoey breaking up, and the Arcadian being destroyed in Challenge Accepted."
117,178,"Barney brings up his ""new is always better"" rule again in Challenge Accepted and Weekend at Barney's ."
117,173,Barney names and connects with another rabbit in Band or DJ?
114,124,"When Barney donates his bonus and some of his suits to Sam's charity in False Positive, and Sam is quick to explain, when Barney gets excited at him calling him ""son"", that it's just a figure of speech and he is ""still not"" his father."
114,126,"While Barney doesn't take his father's address from Loretta here, he eventually asks her for it in Last Words, and reveals that he sent him a letter to which he didn't respond in Oh Honey. Barney finally meets his father in Legendaddy, but does not become close with him until they resolve their issues in Hopeless."
114,127,"While Barney doesn't take his father's address from Loretta here, he eventually asks her for it in Last Words, and reveals that he sent him a letter to which he didn't respond in Oh Honey. Barney finally meets his father in Legendaddy, but does not become close with him until they resolve their issues in Hopeless."
114,131,"While Barney doesn't take his father's address from Loretta here, he eventually asks her for it in Last Words, and reveals that he sent him a letter to which he didn't respond in Oh Honey. Barney finally meets his father in Legendaddy, but does not become close with him until they resolve their issues in Hopeless."
114,133,"While Barney doesn't take his father's address from Loretta here, he eventually asks her for it in Last Words, and reveals that he sent him a letter to which he didn't respond in Oh Honey. Barney finally meets his father in Legendaddy, but does not become close with him until they resolve their issues in Hopeless."
114,194,"In Mom and Dad, it is revealed that Sam and Loretta got back together some time after he and James reconnected."
29,42,"In Showdown, additional details about the night Lily and Marshall got back together are revealed."
29,31,"The look Ted mentions Robin giving during sex, where she bites her lower lip, shyly looks away, and thrusts her chest out, is the same one she has at the beginning of the ""Let's Go to the Mall"" video in Slap Bet."
29,63,"When Lily tries to sell her paintings in Everything Must Go, she displays one at the same coffee shop the guys visit here."
29,203,"In Vesuvius, Ted and Marshall call Barney ""Swarley"" when he makes fun of Marshall over the ""The Wedding Bride Too"" character Narshall."
12,13,"In Drumroll, Please, Claudia mentions vodka and cranberry juice, revealed to be her favorite drink here, being expensive at the airport."
12,16,The Perfect Bride magazine from which Lily reads the article on outdoor weddings can also be seen in Cupcake.
12,18,"When Robin is offered the opportunity to anchor the news, she asks, ""What happened to Sandy?"" Anchor Sandy Rivers later appears in Nothing Good Happens After 2 A.M.."
12,30,"When Barney threatens to revoke Ted's ""dude membership"", Ted retorts by asking how his manicure was. Barney getting manicures comes up again in Atlantic City, Single Stamina, and The Fight."
12,32,"When Barney threatens to revoke Ted's ""dude membership"", Ted retorts by asking how his manicure was. Barney getting manicures comes up again in Atlantic City, Single Stamina, and The Fight."
12,74,"When Barney threatens to revoke Ted's ""dude membership"", Ted retorts by asking how his manicure was. Barney getting manicures comes up again in Atlantic City, Single Stamina, and The Fight."
12,31,"Robin is seen listing the people she slept with before Ted in Slap Bet, and she mentions Derek being the last one before him. After breaking up with Derek here, there is, indeed, no mention of her sleeping with anyone else before getting together with Ted in Come On."
12,22,"Robin is seen listing the people she slept with before Ted in Slap Bet, and she mentions Derek being the last one before him. After breaking up with Derek here, there is, indeed, no mention of her sleeping with anyone else before getting together with Ted in Come On."
12,49,"Ted says that Claudia is crazy after arguing with her over whether or not he checked ""plus one"" on his RSVP, to which Barney replies, ""But to be fair, she's also hot"", which may refer to Barney's Hot-Crazy Scale from How I Met Everyone Else."
139,161,"Victoria tells Ted that Klaus is planning on proposing to her, she leaves her wedding with him in The Magician's Code - Part Two and Farhampton."
20,21,"Lily feeling like she missed out on life leads to her applying for an art fellowship in San Francisco in Milk, and her and Marshall breaking up when she gets it in Come On."
20,22,"Lily feeling like she missed out on life leads to her applying for an art fellowship in San Francisco in Milk, and her and Marshall breaking up when she gets it in Come On."
20,43,"In the flashback to Lily's prom, Scooter tells her that he got into to umpire school. According to Lily in Something Borrowed, he eventually failed at this vocation."
20,104,"Scooter is revealed to still be in love with Lily in Something Borrowed when he shows up to break up her and Marshall's wedding, and eventually gets a job in Lily's school's cafeteria to be close to her some time by Hooked."
20,49,"More details about Lily and Marshall's first meeting, seen here, are revealed in How I Met Everyone Else and P.S. I Love You."
20,175,"More details about Lily and Marshall's first meeting, seen here, are revealed in How I Met Everyone Else and P.S. I Love You."
20,65,"Lily mentions her desire to experiment with lesbianism, which Robin fulfills by kissing her, hinting at her bi-curiousity. Her attraction to Robin has been implied in several episodes, such as, among others, Do I Know You?, Robin 101, and The Perfect Cocktail.
Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,91,"Lily mentions her desire to experiment with lesbianism, which Robin fulfills by kissing her, hinting at her bi-curiousity. Her attraction to Robin has been implied in several episodes, such as, among others, Do I Know You?, Robin 101, and The Perfect Cocktail.
Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,134,"Lily mentions her desire to experiment with lesbianism, which Robin fulfills by kissing her, hinting at her bi-curiousity. Her attraction to Robin has been implied in several episodes, such as, among others, Do I Know You?, Robin 101, and The Perfect Cocktail.
Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,100,"Lily mentions her desire to experiment with lesbianism, which Robin fulfills by kissing her, hinting at her bi-curiousity. Her attraction to Robin has been implied in several episodes, such as, among others, Do I Know You?, Robin 101, and The Perfect Cocktail.
Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,133,"Lily mentions her desire to experiment with lesbianism, which Robin fulfills by kissing her, hinting at her bi-curiousity. Her attraction to Robin has been implied in several episodes, such as, among others, Do I Know You?, Robin 101, and The Perfect Cocktail.
Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,166,"Lily mentions her desire to experiment with lesbianism, which Robin fulfills by kissing her, hinting at her bi-curiousity. Her attraction to Robin has been implied in several episodes, such as, among others, Do I Know You?, Robin 101, and The Perfect Cocktail.
Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,100,"Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,133,"Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,166,"Also, Girls Versus Suits, Hopeless, and Splitsville imply her attraction to other women, namely MacLaren's new female bartender, Mila Kunis, and Nadia, an imaginary exchange student, respectively."
20,70,"Robin says she played field hockey in high school, and, according to Happily Ever After, had been since junior high. However, in Slutty Pumpkin, she mentions never playing team sports in high school."
20,6,"Robin says she played field hockey in high school, and, according to Happily Ever After, had been since junior high. However, in Slutty Pumpkin, she mentions never playing team sports in high school."
20,120,"The name of Lily and Marshall's dream wedding venue reappears in Robots Vs Wrestlers, when the gang attend Jefferson Van Smoot's party at the Alberta building, and in Natural History, when Ted, Marshall, and Barney meet Zoey's husband, George ""The Captain"" Van Smoot, for the first time."
20,168,"In Twelve Horny Women, Lily reveals that she used to be a juvenile delinquent, and bullied Scooter into dating her."
20,173,"In Band or DJ?, Lily offers to book the band that she and Marshall almost got for their wedding for Barney and Robin's wedding, presumably The 88."
22,29,Lily and Marshall eventually get back together in Swarley.
22,31,"In Slap Bet, Robin mentions Derek being the last person she dated before Ted, and he indeed was before she and Ted get together here."
22,36,Marshall calls dibs when Lily mentions there being one more pudding snack pack in the fridge. His love of pudding snack packs is seen again in Monday Night Football and Hooked.
22,104,Marshall calls dibs when Lily mentions there being one more pudding snack pack in the fridge. His love of pudding snack packs is seen again in Monday Night Football and Hooked.
22,39,"Penelope says that she and Barney had sex twice in his car. However, in Arrivederci, Fiero, he says he never learnt how to drive and demonstrates a fear of driving. This means he once had a car without knowing how to drive it.
While it's possible Barney was using a car that wasn't his to seduce women, it seems unlikely as he would have had to use the same car twice to have sex with Penelope."
22,69,"In Shelter Island, Robin mentions Ted trying to make it rain (Ted argues that he did in fact make it rain)."
22,73,"Barney informs Ted that waiting naked in a girl's apartment wearing whipped cream underwear does not work. The gang learn about a similar technique for seducing women, waiting completely naked, in The Naked Man."
22,125,Sandy returns as Robin's boss at World Wide News in Bad News.
22,197,"In Bass Player Wanted, Lily and Marshall ""pause"" their fight over Marshall's New York judgeship. They ""unpause"" the fight in Unpause, and Marshall reveals that, after seven years, he still hasn't forgiven Lily for leaving him and going to San Francisco."
22,199,"In Bass Player Wanted, Lily and Marshall ""pause"" their fight over Marshall's New York judgeship. They ""unpause"" the fight in Unpause, and Marshall reveals that, after seven years, he still hasn't forgiven Lily for leaving him and going to San Francisco."
119,158,Randy's Wharmpess beers are seen again in Good Crazy and Something Old.
119,183,Randy's Wharmpess beers are seen again in Good Crazy and Something Old.
119,161,Becky's commercial is for the Farhampton Boat Show. Barney and Robin's wedding is revealed to take place at the Farhampton Inn in Farhampton.
119,177,"After seeing Becky's commercial, the gang begin referring to Becky as ""Boats Boats Boats"", as seen in The Ashtray and Sunrise."
119,201,"After seeing Becky's commercial, the gang begin referring to Becky as ""Boats Boats Boats"", as seen in The Ashtray and Sunrise."
119,182,"Barney eventually meets his childhood hero, William Zabka, in The Bro Mitzvah, and invites him to his wedding. Zabka also briefly replaces Ted as Barney's best man in The Broken Code."
119,188,"Barney eventually meets his childhood hero, William Zabka, in The Bro Mitzvah, and invites him to his wedding. Zabka also briefly replaces Ted as Barney's best man in The Broken Code."
204,206,Robin will start freaking out over getting married to Barney in The End of the Aisle.
31,38,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,53,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,97,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,100,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,145,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,198,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,206,"Marshall continues to dole out the other slaps, as per his and Barney's Slap Bet, throughout the series.
The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively
In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet.
In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more.
Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
The final slap is delivered in The End of the Aisle."
31,38,"The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively"
31,53,"The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively"
31,97,"The second, third, and fourth slaps occur in Stuff, Slapsgiving, and Slapsgiving 2: Revenge of the Slap, respectively"
31,100,"In Girls Versus Suits, Marshall slaps Barney in McLaren's Pub. For some reason, this slap did not count as the fifth and final slap of the Slap Bet."
31,145,"In Disaster Averted, Marshall gets three more slaps, and uses two of them immediately, leaving himself with two more."
31,198,Marshall delivers the first of his last two slaps in Slapsgiving 3: Slappointment in Slapmarra.
31,206,The final slap is delivered in The End of the Aisle.
31,60,"Robin's career as Robin Sparkles is referred to throughout the rest of the series, most notably in Sandcastles in the Sand, Glitter, and P.S. I Love You."
31,121,"Robin's career as Robin Sparkles is referred to throughout the rest of the series, most notably in Sandcastles in the Sand, Glitter, and P.S. I Love You."
31,175,"Robin's career as Robin Sparkles is referred to throughout the rest of the series, most notably in Sandcastles in the Sand, Glitter, and P.S. I Love You."
31,70,"In Happily Ever After, Robin reveals that she became Robin Sparkles after moving in with her mother, which she in turn did after falling out with her father."
31,75,"The song ""Let's Go to the Mall"" is sung by Marshall at the Hoser Hut in Little Minnesota, and is Ted's ringtone in As Fast As She Can."
31,87,"The song ""Let's Go to the Mall"" is sung by Marshall at the Hoser Hut in Little Minnesota, and is Ted's ringtone in As Fast As She Can."
31,94,"Ted and Marshall make a Slap Bet in Bagpipes, but without a Slap Bet Commissioner."
31,107,"One of the ""oh..."" moments Barney mentions is a woman telling him she just turned 30. Barney's issues with sleeping with women over 30 come up again in Zoo or False, False Positive, and Field Trip."
31,124,"One of the ""oh..."" moments Barney mentions is a woman telling him she just turned 30. Barney's issues with sleeping with women over 30 come up again in Zoo or False, False Positive, and Field Trip."
31,141,"One of the ""oh..."" moments Barney mentions is a woman telling him she just turned 30. Barney's issues with sleeping with women over 30 come up again in Zoo or False, False Positive, and Field Trip."
195,199,"Marshall mentions his impending fight with Lily while on the bus, which will be the focal point of Unpause."
195,197,Marshall versus the Machines is heard at the end of the episode. A new version of the song will be heard in Bass Player Wanted.
130,132,Robin mentions breaking up with Scooby in The Exploding Meatball Sub.
130,136,"Future Ted mentions that Barney always says ""I only have one rule,"" followed by a different rule. In Challenge Accepted, he does this again, saying ""I only have one rule, new is always better."""
130,203,"Barney's respective blackmail material against Ted and Lily are referenced in later episodes: 
 Barney blackmails Lily by mentioning her class' pet hamster, Mr. Buttons. In Challenge Accepted, Lily introduces her class to Mr. Buttons 2, and tells them be gentle with him because of what happened with Mr. Buttons 1.
 Barney blackmails Ted by mentioning ""the thermos"", and in Vesuvius, Robin mentions Jed Mosley, a character from Tony's The Wedding Bride movies based on Ted, getting his penis stuck to a thermos in The Wedding Bride Too."
130,111,"Barney's respective blackmail material against Ted and Lily are referenced in later episodes: 
 Barney blackmails Lily by mentioning her class' pet hamster, Mr. Buttons. In Challenge Accepted, Lily introduces her class to Mr. Buttons 2, and tells them be gentle with him because of what happened with Mr. Buttons 1.
 Barney blackmails Ted by mentioning ""the thermos"", and in Vesuvius, Robin mentions Jed Mosley, a character from Tony's The Wedding Bride movies based on Ted, getting his penis stuck to a thermos in The Wedding Bride Too."
130,203,"Barney blackmails Ted by mentioning ""the thermos"", and in Vesuvius, Robin mentions Jed Mosley, a character from Tony's The Wedding Bride movies based on Ted, getting his penis stuck to a thermos in The Wedding Bride Too."
130,111,"Barney blackmails Ted by mentioning ""the thermos"", and in Vesuvius, Robin mentions Jed Mosley, a character from Tony's The Wedding Bride movies based on Ted, getting his penis stuck to a thermos in The Wedding Bride Too."
149,151,Micky is at Marshall and Lily's house until The Burning Beekeeper.
149,153,"The events of this episode result in Robin going to Russia in No Pressure, and eventually to the events that happen to her in Now We're Even."
149,157,"The events of this episode result in Robin going to Russia in No Pressure, and eventually to the events that happen to her in Now We're Even."
10,11,"The ""hundred-millionaire"" Robin goes out with is named Derek, as revealed in The Limo. She continues to date him until breaking up with him in The Wedding."
10,12,"The ""hundred-millionaire"" Robin goes out with is named Derek, as revealed in The Limo. She continues to date him until breaking up with him in The Wedding."
10,13,"Marshall is the only one interested in where the pineapple came from, possibly alluding to his fixation with food seen in many episodes, including Drumroll, Please, Slapsgiving, and The Best Burger in New York."
10,53,"Marshall is the only one interested in where the pineapple came from, possibly alluding to his fixation with food seen in many episodes, including Drumroll, Please, Slapsgiving, and The Best Burger in New York."
10,66,"Marshall is the only one interested in where the pineapple came from, possibly alluding to his fixation with food seen in many episodes, including Drumroll, Please, Slapsgiving, and The Best Burger in New York."
10,15,"In Game Night, an upset Marshall points out that Ted lied about being ""vomit-free since '93"", after Ted tells the ""Story of the Re-Return"" and how he threw up on Robin's doormat after the events of the Pilot."
10,32,"Barney says ""Daddy's home"" again in future episodes, including Single Stamina, The Yips, and The Rough Patch."
10,54,"Barney says ""Daddy's home"" again in future episodes, including Single Stamina, The Yips, and The Rough Patch."
10,95,"Barney says ""Daddy's home"" again in future episodes, including Single Stamina, The Yips, and The Rough Patch."
10,122,"When the gang tries to call Barney to further understand what happened the previous night, they discover he had slept over in their bathtub. This won't be the last time the tub is used for that purpose, as Zoey does it in Blitzgiving."
10,47,"Ted runs into Trudy again in Third Wheel, where a flashback reveals he had the pineapple by the time they got to his apartment."
10,103,"Trudy gets married some time by Rabbit or Duck, as revealed by Lily when Marshall suggests setting Ted up with her again in order to ""arranged marriage"" him."
10,194,"In Mom and Dad, Lily points out how Ted, eight years later, still hasn't been able to figure out where pineapple came from when making fun of his ""detective skills""."
4,15,"In Game Night, Robin says that falling into horse poop on TV was the most humiliating moment of her life."
4,103,"When Marshall suggests setting Ted up with Natalie for Valentine's Day in Rabbit or Duck, Lily points out that ""Ted is her least favorite person in the world"". She doesn't mention Natalie being married, which Future Ted mentions happening a year after the events of this episode."
4,106,"In Say Cheese, Marshall tells Ted about having to comfort Natalie following their break-up in February 2005. However, the events of this episode occur in October 2005, and Ted says he hasn't seen her in three years."
4,136,"Ted decides he wants to date Natalie again because he changed his mind about a shirt. His tendency to run back to old girlfriends for trivial reasons was pointed out in Challenge Accepted, which reveals he once got back together with Natalie again, for three months, after running out of whipped cream."
121,124,"Ted is seen helping Punchy plan his wedding in False Positive, and the gang eventually go to the wedding in The Best Man."
121,137,"Ted is seen helping Punchy plan his wedding in False Positive, and the gang eventually go to the wedding in The Best Man."
121,176,"Robin promises Lily that she will pick up her child, which she avoids doing until Bad Crazy."
163,165,"Barney begins showing signs of not enjoying being single, which will play a role in The Autumn of Break-Ups and Platonish."
163,193,"Barney begins showing signs of not enjoying being single, which will play a role in The Autumn of Break-Ups and Platonish."
27,100,"Lily mentions that Barney has a room just for his suits, which is seen in Girls Versus Suits."
27,129,"Marshall and Brad have dinner at Cafe L'amour. In Garbage Island, Robin lies to Barney about Nora having a date there, and Barney and Nora go there in The Stinson Missile Crisis."
27,140,"Marshall and Brad have dinner at Cafe L'amour. In Garbage Island, Robin lies to Barney about Nora having a date there, and Barney and Nora go there in The Stinson Missile Crisis."
27,167,"Kara breaks up with Brad again by The Stamp Tramp, where he tricks Marshall's firm into revealing their legal strategy for an upcoming case. In Twelve Horny Women, he explains that he did this because he ""suited up and started lying"" to get what he wanted after Kara dumped him again. He also appears to be single in Definitions, as he asks Robin out."
27,168,"Kara breaks up with Brad again by The Stamp Tramp, where he tricks Marshall's firm into revealing their legal strategy for an upcoming case. In Twelve Horny Women, he explains that he did this because he ""suited up and started lying"" to get what he wanted after Kara dumped him again. He also appears to be single in Definitions, as he asks Robin out."
27,89,"Kara breaks up with Brad again by The Stamp Tramp, where he tricks Marshall's firm into revealing their legal strategy for an upcoming case. In Twelve Horny Women, he explains that he did this because he ""suited up and started lying"" to get what he wanted after Kara dumped him again. He also appears to be single in Definitions, as he asks Robin out."
27,64,"Marshall and Brad discuss having brunch at the Popover Pantry in Twelve Horny Women. The Popover Pantry is also where Ted and Stella first break up in Miracles, and where Nora has brunch with her parents in A Change of Heart."
27,130,"Marshall and Brad discuss having brunch at the Popover Pantry in Twelve Horny Women. The Popover Pantry is also where Ted and Stella first break up in Miracles, and where Nora has brunch with her parents in A Change of Heart."
27,179,"In The Fortress, Barney demonstrates additional features of his apartment designed to get rid of one-night stands."
170,96,"In the earlier episode The Playbook, Barney describes the book as black and leathery. When Robin finds The Playbook however, it is brown with gold trimming, thus indicating there is more than one playbook. It is later revealed in Weekend at Barney's that Barney actually burned the ceremonial Playbook in this episode instead of the real one."
170,178,"In the earlier episode The Playbook, Barney describes the book as black and leathery. When Robin finds The Playbook however, it is brown with gold trimming, thus indicating there is more than one playbook. It is later revealed in Weekend at Barney's that Barney actually burned the ceremonial Playbook in this episode instead of the real one."
14,15,"When Barney disappears in Game Night, Ted mentions looking for him at the cigar club."
14,61,Barney shows Marshall the actual text of the Bro Code in The Goat.
14,70,Robin mentions smoking cigars to try and get her father's attention. She elaborates on her issues with her father in Happily Ever After.
14,184,"Barney and Robin smoke a Montecristo #2 cigar, also known as el Piramide (or the Torpedo), and in Something New, they smoke the same one, and Barney mentions how it was the first cigar they ever smoked together."
123,127,The Mermaid Clock ticking for Ted and Zoey foreshadows them getting together in Oh Honey.
123,129,Marshall's theory about the Captain's creepiness is referenced in Garbage Island.
123,129,Ted's paranoia about the Captain trying to kill him resurfaces in Garbage Island and The Ashtray.
123,177,Ted's paranoia about the Captain trying to kill him resurfaces in Garbage Island and The Ashtray.
